18,ACC Max,Acetylcysteinum,tabletki musujące,200 mg,20 tabl.,OTC,5909997205977,"Blau Farma Group Sp. z
o.o. - S.K.A.",21/12,Hexal AG,Niemcy
19,ACC mini,Acetylcysteinum,"granulat do
sporządzania roztworu
doustnego",100 mg,20 sasz. 3 g,OTC,5909997069890,InPharm Sp. z o.o.,78/10,Hexal Pharma GmbH,Austria
20,ACC mini,Acetylcysteinum,"granulat do
sporządzania roztworu
doustnego",100 mg,20 sasz. 3 g,OTC,5909997209876,Delfarma Sp. z o.o.,408/12,Hexal Pharma GmbH,Austria
21,ACC mini,Acetylcysteinum,"proszek do sporządzania
roztworu doustnego",100 mg,20 sasz. 3 g,OTC,5909997206455,InPharm Sp. z o.o.,54/12,"Bexal Farmaceutica, S.A.",Hiszpania
22,ACC mini,Acetylcysteinum,tabletki musujące,100 mg,20 tabl.,OTC,5909997069739,InPharm Sp. z o.o.,64/10,Hexal Pharma GmbH,Austria
23,ACC mini,Acetylcysteinum,tabletki musujące,100 mg,20 tabl.,OTC,5909997210933,Avrentim Sp. z o.o.,334/12,Hexal Pharma GmbH,Austria
24,ACC mini,Acetylcysteinum,tabletki musujące,100 mg,20 tabl.,OTC,5909997230627,Forfarm Sp. z o.o.,87/14,Hexal Pharma GmbH,Austria
25,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909991291655,Delfarma Sp. z o.o.,394/16,Hexal AG,Niemcy
26,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909990504589,Delfarma Sp. z o.o.,100/08,Hexal Pharma GmbH,Austria
27,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909997075495,InPharm Sp. z o.o.,116/10,Hexal Pharma GmbH,Austria
28,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909997206585,Avrentim Sp. z o.o.,80/12,Hexal Pharma GmbH,Austria
29,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909991230029,"Laboratorium Galenowe
Olsztyn Sp. z o.o.",424/15,Hexal Pharma GmbH,Austria
30,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909991266271,Forfarm Sp. z o.o.,156/16,Hexal Pharma GmbH,Austria
31,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909991266837,Aga Kommerz spol. s.r.o.,149/16,Hexal Pharma GmbH,Austria
32,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909997221717,Delfarma Sp. z o.o.,78/13,Sandoz B.V.,Holandia
33,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5902023771026,Pretium Farm Sp. z o.o.,303/13,Sandoz NV,Belgia
34,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909997227252,Delfarma Sp. z o.o.,451/13,Sandoz NV,Belgia
"",,,,,,,,,,,
35,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909991200015,Forfarm Sp. z o.o.,369/14,Sandoz NV,Belgia
36,ACC optima,Acetylcysteinum,tabletki musujące,600 mg,10 tabl.,OTC,5909991207618,InPharm Sp. z o.o.,93/15,Sandoz NV,Belgia
37,Accupro 5,Quinaprilum,tabletki powlekane,5 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997209043
5909997209050
5909997209067",Delfarma Sp. z o.o.,220/12,Pfizer Europe MA EEIG,Rumunia
38,Accupro 5,Quinaprilum,tabletki powlekane,5 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997223827
5909997223834
5909997223841",InPharm Sp. z o.o.,299/13,Pfizer Europe MA EEIG,Rumunia
39,Accupro 5,Quinaprilum,tabletki powlekane,5 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5902023772078
5902023772085
5902023772092",Pretium Farm Sp. z o.o.,211/14,Pfizer Europe MA EEIG,Rumunia
40,Accupro 10,Quinaprilum,tabletki powlekane,10 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997208909
5909997208916
5909997208923",Delfarma Sp. z o.o.,195/12,Pfizer Europe MA EEIG,Rumunia
41,Accupro 10,Quinaprilum,tabletki powlekane,10 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997209333
5909997209340
5909997209357","Blau Farma Group Sp. z
o.o. - S.K.A.",229/12,Pfizer Europe MA EEIG,Rumunia
42,Accupro 10,Quinaprilum,tabletki powlekane,10 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997223858
5909997223865
5909997223872",InPharm Sp. z o.o.,300/13,Pfizer Europe MA EEIG,Rumunia
43,Accupro 10,Quinaprilum,tabletki powlekane,10 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997231372
5909997231389
5909997231396","PharmaVitae Sp. z o.o. sp.
k.",115/14,Pfizer Europe MA EEIG,Rumunia
44,Accupro 10,Quinaprilum,tabletki powlekane,10 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5902023772108
5902023772115
5902023772122",Pretium Farm Sp. z o.o.,212/14,Pfizer Europe MA EEIG,Rumunia
45,Accupro 20,Quinaprilum,tabletki powlekane,20 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997209074
5909997209081
5909997209098",Delfarma Sp. z o.o.,221/12,Pfizer Europe MA EEIG,Rumunia
46,Accupro 20,Quinaprilum,tabletki powlekane,20 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997223889
5909997223896
5909997223902",InPharm Sp. z o.o.,301/13,Pfizer Europe MA EEIG,Rumunia
47,Accupro 20,Quinaprilum,tabletki powlekane,20 mg,"30 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5902023772139
5902023772146
5902023772153",Pretium Farm Sp. z o.o.,213/14,Pfizer Europe MA EEIG,Rumunia
"",,,,,,,,,,,
48,Addamel N,"Roztwór pierwiastków
śladowych","koncentrat do
sporządzania roztworu
do infuzji",-,20 amp. 10 ml,Lz,5909991257415,Delfarma Sp. z o.o.,27/16,Fresenius Kabi Hellas S.A.,Grecja
49,Addiphos,"Kalii
dihydrogenophosphas +
Dinatrii phosphas
dihydricus + Kalii
hydroxidum","koncentrat do
sporządzania roztworu
do infuzji","(170,1 mg + 133,5
mg + 14 mg)/ml",10 fiol. 20 ml,Lz,5909991218256,Delfarma Sp. z o.o.,201/15,Fresenius Kabi Limited,"Wielka
Brytania"
50,Adenocor,Adenosinum,roztwór do wstrzykiwań,3 mg/ml,6 fiol. 2 ml,Lz,5909997216799,InPharm Sp. z o.o.,714/12,Sanofi Aventis AEBE,Grecja
51,Adenocor,Adenosinum,roztwór do wstrzykiwań,3 mg/ml,6 fiol. 2 ml,Lz,5909997216102,Delfarma Sp. z o.o.,767/12,Sanofi Aventis AEBE,Grecja
52,Adenocor,Adenosinum,roztwór do wstrzykiwań,3 mg/ml,6 fiol. 2 ml,Lz,5909991279448,Delfarma Sp. z o.o.,287/16,"sanofi-aventis Netherlands
B.V.",Holandia
53,Adenocor,Adenosinum,roztwór do wstrzykiwań,3 mg/ml,6 fiol. 2 ml,Lz,5909991227043,Delfarma Sp. z o.o.,371/15,"sanofi-aventis, s.r.o.",Czechy
54,Advantan,"Methylprednisoloni
aceponas",krem,1 mg/g,1 tuba 15 g,Rp,5909991225667,InPharm Sp. z o.o.,316/15,Bayer Hellas ABEE,Grecja
55,Advantan,"Methylprednisoloni
aceponas",krem,1 mg/g,1 tuba 15 g,Rp,5909997198118,Forfarm Sp. z o.o.,200/11,Bayer SA-NV,Belgia
56,Advantan,"Methylprednisoloni
aceponas",krem,1 mg/g,"1 tuba 15 g
1 tuba 30 g","Rp
Rp","5909997207308
5909997207315",Avrentim Sp. z o.o.,115/12,Intendis GmbH,Grecja
57,Aescin,Escinum,tabletki dojelitowe,20 mg,"30 tabl.
90 tabl.","OTC
OTC","5909997218649
5909997218656",Delfarma Sp. z o.o.,929/12,"Teva Pharmaceuticals CR,
s.r.o.",Czechy
58,Aescin,Escinum,tabletki dojelitowe,20 mg,"30 tabl.
90 tabl.","OTC
OTC","5909991229542
5909991229559",InPharm Sp. z o.o.,415/15,"Teva Pharmaceuticals CR,
s.r.o.",Czechy
59,Aescin,Escinum,tabletki dojelitowe,20 mg,"30 tabl.
90 tabl.","OTC
OTC","5909991236038
5909991236045",IVA PHARM Sp. z o.o.,578/15,"Teva Pharmaceuticals CR,
s.r.o.",Czechy
60,Aescin,Escinum,tabletki dojelitowe,20 mg,"30 tabl.
90 tabl.","OTC
OTC","5909991237257
5909991237264",Forfarm Sp. z o.o.,611/15,"Teva Pharmaceuticals CR,
s.r.o.",Czechy
61,Aescin,Escinum,tabletki dojelitowe,20 mg,"30 tabl.
90 tabl.","OTC
OTC","5902023775864
5902023775871",Pretium Farm Sp. z o.o.,589/15,"Teva Pharmaceuticals CR,
s.r.o.",Czechy
62,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5902023774881
5902023774898",Pretium Farm Sp. z o.o.,692/15,EGIS Gyogyszergyar Zrt.,Węgry
63,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909991212940
5909991212957",InPharm Sp. z o.o.,197/15,Egis Gyógyszergyár Nyrt.,Węgry
"",,,,,,,,,,,
64,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909997227948
5909997227955",Forfarm Sp. z o.o.,469/13,Egis Gyógyszergyár Zrt.,Węgry
65,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909991207786
5909991207793",Delfarma Sp. z o.o.,61/15,Egis Gyógyszergyár Zrt.,Węgry
66,Afobam,Alprazolamum,tabletki,"0,25 mg",30 tabl.,Rp,5909991304744,IVA PHARM Sp. z o.o.,461/16,Egis Gyógyszergyár Zrt.,Węgry
67,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909997200828
5909997200835",Delfarma Sp. z o.o.,386/11,Egis Pharmaceuticals PLC,Rumunia
68,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909991199630
5909991199647",InPharm Sp. z o.o.,365/14,Egis Pharmaceuticals PLC,Rumunia
69,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909991213541
5909991213558",InPharm Sp. z o.o.,127/15,Egis Pharmaceuticals PLC,Słowacja
70,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909991261849
5909991261856","PharmaVitae Sp. z o.o. sp.
k.",89/16,Egis Pharmaceuticals PLC,Rumunia
71,Afobam,Alprazolamum,tabletki,"0,25 mg","30 tabl.
100 tabl.","Rp
Rp","5909997226064
5909997226071",Forfarm Sp. z o.o.,554/13,Egis Pharmaceuticals PLC,Rumunia
72,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909991217846
5909991217853",InPharm Sp. z o.o.,198/15,Egis Gyogyszergyar Zrt.,Węgry
73,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5902023774867
5902023774874",Pretium Farm Sp. z o.o.,693/15,Egis Gyogyszergyar Zrt.,Węgry
74,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909997227924
5909997227931",Forfarm Sp. z o.o.,470/13,Egis Gyógyszergyár Zrt.,Węgry
75,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909991207595
5909991207601",Delfarma Sp. z o.o.,60/15,Egis Gyógyszergyár Zrt.,Węgry
76,Afobam,Alprazolamum,tabletki,"0,5 mg",30 tabl.,Rp,5909991304461,IVA PHARM Sp. z o.o.,464/16,Egis Gyógyszergyár Zrt.,Węgry
77,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909997228839
5909997228846",Forfarm Sp. z o.o.,557/13,EGIS Pharmaceuticals PLC,Rumunia
78,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909991199654
5909991199661",InPharm Sp. z o.o.,366/14,Egis Pharmaceuticals PLC,Rumunia
79,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909991213565
5909991213572",InPharm Sp. z o.o.,116/15,Egis Pharmaceuticals PLC,Słowacja
80,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909991261825
5909991261832","PharmaVitae Sp. z o.o. sp.
k.",90/16,Egis Pharmaceuticals PLC,Rumunia
"",,,,,,,,,,,
81,Afobam,Alprazolamum,tabletki,"0,5 mg","30 tabl.
100 tabl.","Rp
Rp","5909997201344
5909997201351",Delfarma Sp. z o.o.,423/11,Egis Pharmaceuticals PLC,Rumunia
82,Afobam,Alprazolamum,tabletki,1 mg,"30 tabl.
100 tabl.","Rp
Rp","5909997200804
5909997200811",Delfarma Sp. z o.o.,385/11,EGIS Pharmaceuticals PLC,Rumunia
83,Agapurin SR 400,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",400 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5902023772702
5902023772719
5902023772726",Pretium Farm Sp. z o.o.,344/14,Sanece Phamaceuticals a.s.,Rumunia
84,Agapurin SR 400,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",400 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997214467
5909997214474
5909997214481",Delfarma Sp. z o.o.,577/12,Zentiva a.s.,Rumunia
85,Agapurin SR 400,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",400 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997224244
5909997224251
5909997224268",InPharm Sp. z o.o.,241/13,Zentiva a.s.,Rumunia
86,Agapurin SR 400,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",400 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997226408
5909997226415
5909997226422",Forfarm Sp. z o.o.,374/13,Zentiva a.s.,Rumunia
87,Agapurin SR 400,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",400 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997231693
5909997228853
5909997228860",ICHEM Sp. z o.o.,547/13,Zentiva a.s.,Słowacja
88,Agapurin SR 400,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",400 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909991228477
5909991228484
5909991228491","Laboratorium Galenowe
Olsztyn Sp. z o.o.",398/15,Zentiva a.s.,Rumunia
89,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5902023772733
5902023772740
5902023772757",Pretium Farm Sp. z o.o.,355/14,"Saneca
Pharmaceuticals.a.s.",Rumunia
90,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997214436
5909997214443
5909997214450",Delfarma Sp. z o.o.,578/12,Zentiva a.s.,Słowacja
91,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997224398
5909997224404
5909997224411",InPharm Sp. z o.o.,260/13,Zentiva a.s.,Rumunia
92,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997226439
5909997226446
5909997226453",Forfarm Sp. z o.o.,373/13,Zentiva a.s.,Rumunia
"",,,,,,,,,,,
93,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997228501
5909997228518
5909997228525",ICHEM Sp. z o.o.,541/13,Zentiva a.s.,Słowacja
94,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909997230283
5909997230290
5909997230306","PharmaVitae Sp. z o.o. sp.
k.",96/14,Zentiva a.s.,Rumunia
95,Agapurin SR 600,Pentoxifyllinum,"tabletki o przedłużonym
uwalnianiu",600 mg,"20 tabl.
50 tabl.
100 tabl.","Rp
Rp
Rp","5909991228361
5909991228378
5909991228385","Laboratorium Galenowe
Olsztyn Sp. z o.o.",460/15,Zentiva a.s.,Rumunia
96,Agen 5,Amlodipinum,tabletki,5 mg,"30 tabl.
90 tabl.","Rp
Rp","5909997232928
5909997232935",Delfarma Sp. z o.o.,280/14,Zentiva k.s.,Rumunia
97,Agen 5,Amlodipinum,tabletki,5 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5909991231811
5909991231828
5909991231873",InPharm Sp. z o.o.,495/15,Zentiva k.s.,Rumunia
98,Agen 5,Amlodipinum,tabletki,5 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5909991295226
5909991295233
5909991295240",Forfarm Sp. z o.o.,420/16,"Zentiva, k.s.",Łotwa
99,Agen 10,Amlodipinum,tabletki,10 mg,"30 tabl.
90 tabl.","Rp
Rp","5909997232904
5909997232911",Delfarma Sp. z o.o.,278/14,Zentiva k.s.,Rumunia
100,Agen 10,Amlodipinum,tabletki,10 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5909991226909
5909991226916
5909991226923",Forfarm Sp. z o.o.,365/15,"Zentiva, k.s.",Rumunia
101,Agen 10,Amlodipinum,tabletki,10 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5909991230845
5909991230852
5909991230869",InPharm Sp. z o.o.,481/15,"Zentiva, k.s.",Rumunia
102,Agen 10,Amlodipinum,tabletki,10 mg,"30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp","5909991302184
5909991302191
5909991302207",Forfarm Sp. z o.o.,447/16,"Zentiva, k.s.",Łotwa
103,Agregex,Clopidogrelum,tabletki powlekane,75 mg,"28 tabl.
30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp
Rp","5909991251949
5909991251956
5909991251963
5909991251970",Delfarma Sp. z o.o.,801/15,Actavis Group PTC ehf,Węgry
104,Agregex,Clopidogrelum,tabletki powlekane,75 mg,"28 tabl.
56 tabl.","Rp
Rp","5909991271602
5909991271619",Forfarm Sp. z o.o.,209/16,Actavis Group PTC ehf,Rumunia
105,Agregex,Clopidogrelum,tabletki powlekane,75 mg,28 tabl.,Rp,5902023775581,Pretium Farm Sp. z o.o.,652/15,Actavis Group PTC ehf.,Czechy
"",,,,,,,,,,,
106,Agregex,Clopidogrelum,tabletki powlekane,75 mg,28 tabl.,Rp,5909991298319,InPharm Sp. z o.o.,435/16,Actavis Group PTC ehf,Rumunia
107,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5902023770005,Pretium Farm Sp. z o.o.,663/12,Desma GmbH,Rumunia
108,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909990500604,Delfarma Sp. z o.o.,61/06,Desma GmbH,Grecja
109,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909997207988,InPharm Sp. z o.o.,134/12,Desma GmbH,Rumunia
110,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909991199913,Forfarm Sp. z o.o.,367/14,Desma GmbH,Grecja
111,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5902023772306,Pretium Farm Sp. z o.o.,405/14,Desma GmbH,Grecja
112,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909991216405,Delfarma Sp. z o.o.,166/15,"Laboratorio Farmaceutico
S.I.T.",Belgia
113,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909990501892,Delfarma Sp. z o.o.,19/07,"Laboratorio Farmaceutico
S.I.T. (Specialita Igienico
Terapeutiche), S.R.L.",Hiszpania
114,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909997214405,Avrentim Sp. z o.o.,658/12,"Laboratorio Farmaceutico
S.I.T. S.r.l.",Belgia
115,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909990503834,Forfarm Sp. z o.o.,51/08,"Laboratorio Farmaceutico
S.I.T. S.r.l.",Belgia
116,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909997211442,"PharmaVitae Sp. z o.o. sp.
k.",346/12,"Laboratorio Farmaceutico
S.I.T. S.r.l.",Węgry
117,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5902023772290,Pretium Farm Sp. z o.o.,119/15,"Laboratorio Farmaceutico
S.I.T. S.r.l.",Belgia
118,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909991265762,InPharm Sp. z o.o.,111/16,"Laboratorio Farmaceutico
S.I.T. S.r.l.",Czechy
119,Akineton,"Biperideni
hydrochloridum",tabletki,2 mg,50 tabl.,Rp,5909991260620,InPharm Sp. z o.o.,77/16,"Laboratorio Farmaceutico
S.I.T. Specialità Igienico
Terapeutiche S.r.l.",Belgia
120,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5909997075785,InPharm Sp. z o.o.,136/10,Almirall Hermal GmbH,Węgry
121,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5909997077260,Delfarma Sp. z o.o.,234/10,Almirall Hermal GmbH,Niemcy
122,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5909997077468,Delfarma Sp. z o.o.,249/10,Almirall Hermal GmbH,Węgry
123,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5909997216614,Forfarm Sp. z o.o.,727/12,Almirall Hermal GmbH,Węgry
124,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5909997220765,Avrentim Sp. z o.o.,53/13,Almirall Hermal GmbH,Austria
"",,,,,,,,,,,
125,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5909997222721,InPharm Sp. z o.o.,161/13,Almirall Hermal GmbH,Niemcy
126,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25g,Rp,5909997227689,"PharmaVitae Sp. z o.o. sp.
k.",494/13,Almirall Hermal GmbH,Węgry
127,Aknemycin,Erythromycinum,maść,20 mg/g,1 tuba 25 g,Rp,5902023775185,Pretium Farm Sp. z o.o.,367/15,Almirall Hermal GmbH,Węgry
128,Aknemycin,Erythromycinum,płyn na skórę,20 mg/g,1 butelka 25 ml,Rp,5909997222738,InPharm Sp. z o.o.,162/13,Almirall Hermal GmbH,Niemcy
129,Aknemycin,Erythromycinum,roztwór na skórę,20 mg/g,1 butelka 25 ml,Rp,5902023774157,Pretium Farm Sp. z o.o.,584/15,Almirall Hermal GmbH,Niemcy
130,Aknemycin Plus,"Erythromycinum +
Tretinoinum",płyn na skórę,"(10 mg + 0,25
mg)/g",1 butelka 25 ml,Rp,5909997218274,InPharm Sp. z o.o.,893/12,Almirall Hermal GmbH,Czechy
131,Aknemycin Plus,"Erythromycinum +
Tretinoinum",płyn na skórę,"(40 mg + 0,25
mg)/g",1 butelka 25 ml,Rp,5909997196367,Delfarma Sp. z o.o.,86/11,Almirall Hermal GmbH,Czechy
132,Aknemycin Plus,"Erythromycinum +
Tretinoinum",płyn na skórę,"(40 mg + 0,25
mg)/g",1 butelka 25 ml,Rp,5909997212333,"PharmaVitae Sp. z o.o. sp.
k.",467/12,Almirall Hermal GmbH,Czechy
133,Aknemycin Plus,"Erythromycinum +
Tretinoinum",płyn na skórę,"(40 mg + 0,25
mg)/g",1 butelka 25 ml,Rp,5909997228990,Forfarm Sp. z o.o.,11/14,Almirall Hermal GmbH,Czechy
